Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,68,600.0,802.0,60,308
2,74,490.0,697.2,49,316
3,59,430.0,618.2,43,320
4,70,430.0,553.4,43,317
5,74,430.0,484.6,43,318
6,66,410.0,442.1,41,318
7,71,390.0,424.6,39,319
8,66,370.0,410.1,37,317
9,67,370.0,401.8,39,321
10,63,370.0,391.4,37,318
11,68,370.0,384.0,37,315
12,68,370.0,372.4,37,321
13,58,370.0,370.4,37,326
14,64,350.0,370.2,35,321
15,67,350.0,369.6,35,317
16,64,350.0,367.4,35,316
17,70,350.0,361.2,35,315
18,68,350.0,351.0,35,316
19,76,330.0,350.2,33,317
20,61,330.0,349.0,33,317
21,67,310.0,343.8,31,316
22,81,310.0,331.4,31,315
23,70,290.0,322.2,29,316
24,64,290.0,309.8,29,317
25,75,290.0,304.2,29,315
26,72,270.0,292.4,27,314
27,75,270.0,289.0,27,314
28,75,270.0,283.6,27,315
29,67,270.0,272.2,27,315
30,61,270.0,270.0,27,314
31,61,270.0,270.0,27,314
32,66,270.0,270.4,27,318
33,70,270.0,270.4,27,312
34,65,270.0,270.2,27,314
35,69,250.0,270.0,25,313
36,65,250.0,269.4,25,315
37,60,250.0,266.2,25,313
38,78,250.0,255.6,25,314
39,80,250.0,250.2,25,314
40,57,250.0,250.0,25,314
41,73,250.0,250.2,25,315
42,61,230.0,249.8,23,318
43,65,230.0,249.2,23,318
44,70,230.0,246.2,23,313
45,72,230.0,236.8,23,313
46,66,230.0,230.2,23,314
47,72,220.0,230.7,22,313
48,71,220.0,229.9,22,314
49,70,220.0,227.4,22,315
50,75,210.0,222.5,21,313
51,60,210.0,219.1,21,313
52,65,210.0,216.1,21,314
53,68,190.0,210.4,19,311
54,58,190.0,209.6,19,311
55,81,190.0,207.6,19,311
56,69,190.0,200.0,19,312
57,74,190.0,190.8,19,314
58,73,190.0,190.4,19,310
59,62,190.0,190.2,19,311
60,60,190.0,190.6,19,312
61,68,190.0,190.0,19,314
62,61,190.0,190.0,19,311
63,70,170.0,190.4,17,311
64,67,170.0,189.8,17,311
65,55,170.0,187.0,17,311
66,62,170.0,179.2,17,312
67,60,170.0,170.4,17,311
68,53,170.0,170.6,17,311
69,68,170.0,170.2,17,312
70,73,150.0,170.4,15,312
71,77,150.0,169.2,15,310
72,71,150.0,163.2,15,312
73,69,150.0,151.8,15,310
74,69,150.0,150.0,15,309
75,72,150.0,150.2,15,312
76,69,150.0,150.0,15,310
77,67,150.0,150.0,15,310
78,68,150.0,150.0,15,310
79,59,150.0,150.4,15,312
80,57,150.0,150.6,15,308
81,66,130.0,150.6,13,309
82,69,130.0,149.4,13,307
83,75,130.0,146.6,13,310
84,69,130.0,136.2,13,310
85,70,130.0,130.0,13,309
86,71,130.0,130.4,13,309
87,62,130.0,130.2,13,307
88,56,130.0,130.2,13,309
89,73,130.0,130.2,13,308
90,71,110.0,129.8,11,308
91,57,110.0,129.4,11,306
92,67,110.0,126.6,11,308
93,57,90.0,116.4,9,305
94,75,90.0,109.2,9,305
95,80,90.0,106.2,9,305
96,71,70.0,95.6,7,307
97,61,70.0,90.0,7,307
98,69,70.0,86.6,7,309
99,76,70.0,77.2,7,306
100,64,50.0,70.2,5,304
101,74,50.0,69.6,5,304
102,68,50.0,67.2,5,306
103,63,50.0,59.0,5,304
104,64,50.0,50.2,5,304
105,75,40.0,50.3,4,303
106,68,40.0,50.1,4,303
107,65,40.0,49.1,4,302
108,75,40.0,46.7,4,304
109,71,40.0,41.7,4,306
110,74,40.0,40.7,4,304
111,68,40.0,40.2,4,305
112,65,40.0,40.4,4,304
113,80,40.0,40.4,4,303
114,69,40.0,40.2,4,304
115,65,40.0,40.4,4,305
116,71,40.0,40.4,4,302
117,80,20.0,39.8,2,304
118,62,20.0,38.5,2,303
119,64,20.0,33.8,2,301
120,57,20.0,21.6,2,304
121,74,20.0,20.2,2,301
122,64,20.0,20.5,2,299
123,67,20.0,20.6,2,302
124,64,20.0,20.0,2,299
125,73,20.0,20.4,2,301
126,69,20.0,20.7,2,305
127,72,20.0,20.0,2,301
128,71,20.0,20.0,2,303
129,68,20.0,20.2,2,302
130,59,20.0,20.0,2,303
131,68,20.0,20.0,2,302
132,66,20.0,20.2,2,303
133,71,20.0,20.2,2,296
134,59,20.0,20.0,2,304
135,69,20.0,20.2,2,300
136,61,20.0,20.4,2,303
137,71,20.0,20.2,2,300
138,59,20.0,20.0,2,302
139,65,20.0,20.2,2,302
140,69,20.0,20.2,2,302
141,58,20.0,20.0,2,301
142,74,20.0,20.4,2,303
143,66,20.0,20.4,2,303
144,70,20.0,20.2,2,301
145,63,20.0,20.2,2,303
146,71,20.0,20.4,2,303
147,81,20.0,20.0,2,301
148,71,20.0,20.0,2,301
149,70,20.0,21.0,2,306
150,66,20.0,20.4,2,304
151,63,20.0,20.2,2,303
152,65,20.0,20.0,2,304
153,73,20.0,20.0,2,304
154,58,20.0,20.0,2,302
155,65,20.0,20.2,2,302
156,74,20.0,20.2,2,300
157,63,20.0,20.8,2,303
158,80,20.0,20.0,2,304
159,69,20.0,20.3,2,298
160,68,20.0,20.4,2,301
161,66,20.0,20.0,2,301
162,71,20.0,20.4,2,302
163,70,20.0,20.4,2,299
164,71,20.0,20.4,2,304
165,65,20.0,20.4,2,302
166,77,20.0,20.2,2,300
167,66,20.0,20.4,2,301
168,75,20.0,20.5,2,301
169,62,20.0,20.4,2,303
170,63,20.0,20.2,2,302
171,76,20.0,20.2,2,303
172,79,20.0,20.3,2,302
173,76,20.0,20.4,2,299
174,68,20.0,20.2,2,302
175,75,20.0,20.4,2,300
176,71,20.0,20.1,2,302
177,57,20.0,20.0,2,303
178,72,20.0,20.0,2,299
179,78,20.0,20.0,2,301
180,69,20.0,20.2,2,301
181,72,20.0,20.4,2,301
182,59,20.0,20.0,2,307
183,66,20.0,20.2,2,302
184,79,20.0,20.1,2,301
185,64,20.0,20.7,2,300
186,78,20.0,20.0,2,302
187,71,20.0,20.2,2,305
188,69,20.0,20.0,2,303
189,70,20.0,20.0,2,301
190,59,20.0,20.4,2,303
191,71,20.0,20.2,2,301
192,61,20.0,20.4,2,302
193,69,20.0,20.0,2,303
194,74,20.0,20.2,2,303
195,63,20.0,20.4,2,302
196,57,20.0,20.0,2,300
197,63,20.0,20.4,2,302
198,66,20.0,20.4,2,300
199,75,20.0,20.0,2,299
200,72,20.0,20.2,2,300
201,71,20.0,20.0,2,299
202,63,20.0,20.0,2,300
203,64,20.0,20.2,2,301
204,62,20.0,20.4,2,301
205,71,20.0,20.0,2,301
206,69,20.0,20.0,2,301
207,69,20.0,20.2,2,302
208,73,20.0,20.2,2,299
209,67,20.0,20.4,2,302
210,77,20.0,20.4,2,301
211,73,20.0,20.4,2,303
212,64,20.0,20.6,2,300
213,73,20.0,20.0,2,301
214,73,20.0,20.4,2,301
215,74,20.0,20.0,2,303
216,58,20.0,20.0,2,300
217,65,20.0,20.0,2,301
218,68,20.0,20.2,2,298
219,73,20.0,20.4,2,300
220,66,20.0,20.0,2,304
221,69,20.0,20.0,2,301
222,60,20.0,20.2,2,304
223,68,20.0,20.6,2,302
224,60,20.0,20.2,2,302
225,73,20.0,20.6,2,302
226,65,20.0,20.2,2,304
227,56,20.0,20.0,2,302
228,69,20.0,20.4,2,305
229,70,20.0,20.0,2,303
230,73,20.0,20.2,2,303
231,60,20.0,20.4,2,299
232,64,20.0,20.6,2,302
233,63,20.0,20.2,2,304
234,66,20.0,20.4,2,301
235,69,20.0,20.6,2,303
236,61,20.0,20.2,2,303
237,62,20.0,20.2,2,301
238,76,20.0,20.0,2,304
239,68,20.0,20.2,2,300
240,63,20.0,20.4,2,300
241,66,20.0,20.6,2,300
242,60,20.0,20.6,2,302
243,77,20.0,20.2,2,301
244,71,20.0,20.0,2,303
245,63,20.0,20.2,2,305
246,65,20.0,20.4,2,303
247,67,10.0,20.7,1,305
248,71,10.0,19.2,1,304
249,66,10.0,16.7,1,302
250,72,10.0,10.7,1,305
251,77,10.0,10.4,1,305
252,64,10.0,10.0,1,305
253,73,10.0,10.6,1,304
254,67,10.0,10.4,1,300
255,69,10.0,10.2,1,305
256,69,10.0,10.0,1,301
257,63,10.0,10.2,1,303
258,71,10.0,10.5,1,308
259,65,10.0,10.0,1,305
260,59,10.0,10.4,1,306
261,68,10.0,10.0,1,304
262,76,10.0,10.6,1,303
263,66,10.0,10.5,1,304
264,75,10.0,10.4,1,302
265,59,10.0,10.0,1,304
266,66,10.0,10.0,1,303
267,66,10.0,10.0,1,305
268,70,10.0,10.2,1,303
269,71,10.0,10.0,1,303
270,66,10.0,10.2,1,304
271,58,10.0,10.0,1,304
272,74,10.0,10.2,1,304
273,73,10.0,10.2,1,303
274,76,10.0,10.2,1,303
275,71,10.0,10.6,1,301
276,71,10.0,10.0,1,302
277,60,10.0,10.0,1,310
278,62,10.0,10.4,1,302
279,70,10.0,10.2,1,302
