Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,73,1480.0,1908.6,148,291
2,76,1340.0,1698.6,134,294
3,69,1260.0,1550.2,126,272
4,64,1260.0,1424.0,126,272
5,74,1140.0,1311.0,114,291
6,65,1140.0,1248.0,114,294
7,75,1080.0,1186.4,108,271
8,78,1080.0,1143.2,108,287
9,78,1000.0,1116.2,100,270
10,68,980.0,1072.2,98,270
11,67,980.0,1030.2,98,269
12,71,960.0,1004.2,96,269
13,65,920.0,979.8,92,283
14,62,920.0,957.8,92,280
15,75,900.0,941.2,90,284
16,75,900.0,919.4,90,284
17,67,860.0,905.8,86,276
18,55,840.0,889.4,84,280
19,74,820.0,865.8,82,279
20,66,820.0,848.8,82,278
21,73,780.0,835.6,78,276
22,58,780.0,819.8,78,276
23,64,760.0,805.6,76,274
24,82,740.0,786.8,74,274
25,69,740.0,772.6,74,274
26,65,740.0,759.8,74,276
27,64,740.0,747.8,74,276
28,66,740.0,740.4,74,274
29,70,720.0,741.0,72,272
30,66,680.0,737.6,68,272
31,64,680.0,731.2,68,270
32,74,660.0,709.2,66,270
33,67,660.0,684.8,66,272
34,66,620.0,673.2,62,268
35,74,620.0,660.0,62,269
36,70,620.0,643.2,62,267
37,77,600.0,623.8,60,264
38,65,580.0,613.2,58,263
39,59,580.0,601.6,58,267
40,67,580.0,589.4,58,266
41,67,560.0,580.4,56,262
42,61,560.0,573.4,56,260
43,58,560.0,562.4,56,263
44,68,540.0,560.2,54,261
45,58,540.0,559.2,54,260
46,65,540.0,552.0,54,260
47,73,540.0,541.2,54,263
48,74,540.0,540.6,54,261
49,75,520.0,540.4,52,260
50,73,520.0,538.6,52,260
51,69,520.0,532.6,52,260
52,74,500.0,521.2,50,260
53,63,500.0,519.0,50,260
54,65,500.0,514.4,50,257
55,69,500.0,504.6,50,259
56,58,500.0,500.2,50,262
57,77,500.0,500.4,50,258
58,78,500.0,500.4,50,259
59,75,500.0,500.4,50,258
60,73,480.0,500.4,48,263
61,70,480.0,498.8,48,260
62,72,460.0,491.4,46,263
63,65,460.0,479.8,46,261
64,71,460.0,468.0,46,259
65,71,460.0,461.4,46,259
66,68,440.0,460.6,44,260
67,66,440.0,459.8,44,262
68,76,420.0,457.0,42,258
69,75,420.0,446.0,42,258
70,66,420.0,436.6,42,255
71,63,420.0,427.8,42,258
