Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,67,660.0,836.9,66,348
2,80,610.0,754.8,61,330
3,73,570.0,689.5,57,306
4,75,500.0,641.0,50,301
5,64,460.0,594.9,46,294
6,62,460.0,557.3,46,294
7,69,420.0,513.0,42,307
8,59,420.0,477.5,42,307
9,70,400.0,457.4,40,315
10,67,380.0,432.4,38,302
11,72,380.0,416.9,38,315
12,64,360.0,397.3,36,309
13,65,340.0,385.2,34,315
14,76,320.0,374.6,32,313
15,70,300.0,357.8,30,310
16,65,300.0,336.0,30,308
17,73,280.0,316.1,28,310
18,65,280.0,300.0,28,310
19,75,280.0,298.2,28,307
20,71,280.0,290.8,28,307
21,72,280.0,281.0,28,310
22,72,280.0,280.0,28,308
23,68,260.0,279.8,26,312
24,67,260.0,279.4,26,311
25,69,260.0,275.0,26,313
26,59,240.0,264.2,24,311
27,65,240.0,256.0,24,313
28,68,240.0,246.4,24,311
29,67,240.0,240.6,24,313
30,62,240.0,240.2,24,308
31,66,240.0,240.1,24,315
32,67,240.0,240.2,24,314
33,74,240.0,240.0,24,308
34,62,240.0,240.0,24,307
35,73,240.0,240.0,24,313
36,67,240.0,240.2,24,315
37,67,240.0,240.4,24,310
38,69,240.0,240.8,24,313
39,69,240.0,240.2,24,312
40,62,240.0,240.0,24,311
41,69,240.0,240.4,24,312
42,67,240.0,240.4,24,311
43,68,240.0,240.2,24,317
44,71,220.0,240.0,22,311
45,78,220.0,238.6,22,310
46,61,220.0,229.8,22,312
47,67,220.0,221.0,22,314
48,67,220.0,220.4,22,311
49,68,220.0,220.4,22,310
50,67,220.0,220.1,22,310
51,67,220.0,220.0,22,309
52,69,220.0,220.2,22,309
53,61,220.0,220.2,22,315
54,56,220.0,220.2,22,312
55,65,220.0,220.0,22,312
56,66,220.0,220.0,22,310
57,69,220.0,220.4,22,312
58,68,220.0,220.0,22,311
59,65,220.0,220.0,22,314
60,66,220.0,220.2,22,313
61,61,220.0,220.4,22,311
62,61,220.0,220.2,22,310
63,72,200.0,220.0,20,308
64,68,200.0,219.6,20,309
65,67,180.0,217.2,18,306
66,69,180.0,208.6,18,307
67,70,180.0,193.0,18,307
68,68,180.0,182.0,18,307
69,63,180.0,180.2,18,306
70,71,180.0,180.8,18,307
71,68,180.0,180.7,18,306
72,64,180.0,180.2,18,307
73,51,180.0,180.4,18,306
74,73,180.0,180.4,18,301
75,61,180.0,180.2,18,307
76,62,180.0,180.4,18,308
77,67,180.0,180.0,18,306
78,66,180.0,180.0,18,301
79,72,180.0,180.4,18,307
80,75,180.0,180.6,18,307
81,75,180.0,180.0,18,307
82,63,180.0,180.6,18,304
83,70,180.0,180.2,18,307
84,72,180.0,180.0,18,309
85,64,180.0,180.4,18,304
86,70,160.0,180.4,16,305
87,65,160.0,179.0,16,307
88,78,160.0,175.4,16,306
89,74,160.0,166.0,16,306
90,67,160.0,160.8,16,306
91,72,160.0,160.0,16,307
92,69,160.0,160.8,16,307
93,71,160.0,160.8,16,308
94,73,160.0,161.0,16,308
95,65,160.0,160.2,16,304
96,62,160.0,160.2,16,303
97,63,150.0,160.1,15,304
98,57,150.0,160.3,15,304
99,66,150.0,159.6,15,305
100,70,150.0,156.8,15,309
101,74,150.0,152.0,15,304
102,65,150.0,150.4,15,305
103,67,150.0,150.2,15,306
104,62,150.0,150.6,15,304
105,80,150.0,151.3,15,307
106,70,130.0,150.2,13,303
107,67,130.0,148.8,13,303
108,70,130.0,143.0,13,301
109,67,110.0,133.4,11,301
110,58,110.0,128.6,11,302
111,61,110.0,124.0,11,302
112,57,110.0,114.0,11,300
113,69,90.0,110.0,9,300
114,74,90.0,109.6,9,300
115,60,90.0,106.8,9,300
116,68,90.0,98.6,9,298
117,70,90.0,90.2,9,300
118,71,90.0,91.0,9,298
119,73,90.0,90.4,9,304
120,69,90.0,90.0,9,301
121,67,90.0,90.0,9,298
122,67,90.0,90.0,9,300
123,74,90.0,90.4,9,302
124,71,90.0,90.4,9,296
125,80,90.0,90.2,9,302
126,76,90.0,90.4,9,301
127,64,70.0,90.1,7,299
128,62,70.0,89.2,7,299
129,72,70.0,84.3,7,301
130,70,70.0,74.9,7,298
131,72,70.0,70.0,7,299
132,64,70.0,70.2,7,298
133,65,70.0,70.5,7,301
134,62,70.0,70.2,7,298
135,71,70.0,70.2,7,299
136,72,70.0,70.8,7,302
137,73,70.0,70.6,7,299
138,67,70.0,70.3,7,297
139,68,70.0,70.4,7,299
140,63,70.0,70.0,7,299
141,68,70.0,70.1,7,299
142,69,70.0,70.0,7,298
143,69,70.0,70.6,7,301
144,70,70.0,70.0,7,298
145,66,70.0,70.2,7,299
146,71,70.0,70.4,7,301
147,66,70.0,70.4,7,301
148,73,70.0,70.4,7,298
149,66,70.0,70.6,7,300
150,68,70.0,70.2,7,299
151,69,70.0,70.4,7,301
152,76,70.0,70.0,7,298
153,70,70.0,70.0,7,297
154,67,70.0,70.0,7,298
155,60,70.0,70.0,7,302
156,69,60.0,70.3,6,299
157,61,60.0,69.4,6,299
158,75,60.0,68.1,6,300
