Quadrante 0
Generation,Nevals,Min,Avg,Shift distance violations,Consecutive shift violations
1,63,3090.0,3792.1,309,513
2,63,2910.0,3512.8,291,501
3,65,2910.0,3318.6,291,501
4,67,2810.0,3119.0,281,502
5,65,2810.0,2984.2,281,501
6,65,2780.0,2877.6,278,489
7,65,2740.0,2815.5,274,505
8,77,2690.0,2785.2,269,509
9,71,2680.0,2742.6,268,508
10,73,2650.0,2714.9,265,508
11,61,2580.0,2681.2,258,509
12,66,2570.0,2652.2,257,509
13,64,2550.0,2613.5,255,510
14,73,2490.0,2581.6,249,506
15,58,2480.0,2561.4,248,505
16,71,2480.0,2534.0,248,502
17,74,2460.0,2494.9,246,501
18,76,2460.0,2481.5,246,504
19,76,2440.0,2475.2,244,503
20,68,2440.0,2462.0,244,500
21,69,2440.0,2455.5,244,502
22,62,2420.0,2443.4,242,502
23,81,2420.0,2438.0,242,500
24,61,2400.0,2430.9,240,501
25,72,2380.0,2420.6,238,502
26,63,2360.0,2405.7,236,503
27,63,2340.0,2387.9,234,501
28,66,2320.0,2368.7,232,501
29,71,2300.0,2348.1,230,500
30,72,2270.0,2325.3,227,496
31,61,2260.0,2306.7,226,498
32,73,2260.0,2290.9,227,496
33,70,2260.0,2279.4,226,500
34,66,2250.0,2267.7,225,496
35,64,2240.0,2258.8,224,497
36,68,2230.0,2250.8,223,494
37,72,2200.0,2244.6,220,493
38,74,2200.0,2233.3,220,493
39,68,2170.0,2219.9,217,492
40,61,2130.0,2198.0,213,492
41,66,2130.0,2178.3,213,494
42,69,2080.0,2162.2,208,489
43,75,2080.0,2142.6,210,491
44,71,2060.0,2118.2,206,488
45,63,2040.0,2096.2,204,489
46,73,2020.0,2074.6,202,490
47,60,2020.0,2050.2,202,487
48,61,1980.0,2032.4,198,490
49,59,1980.0,2013.1,198,490
50,69,1980.0,1991.0,198,486
51,67,1960.0,1980.4,196,484
52,60,1940.0,1976.6,194,487
53,64,1940.0,1963.2,194,487
54,77,1940.0,1956.4,194,486
55,68,1920.0,1945.1,192,489
56,64,1920.0,1938.0,192,487
57,65,1900.0,1928.7,190,487
58,66,1880.0,1919.1,188,487
59,72,1880.0,1908.0,188,487
60,63,1880.0,1895.5,188,486
61,70,1860.0,1885.6,186,486
62,74,1860.0,1877.6,186,484
63,73,1840.0,1868.2,184,483
64,72,1800.0,1858.7,180,487
65,69,1780.0,1845.4,178,484
66,65,1780.0,1826.2,178,485
67,70,1760.0,1797.7,176,483
68,72,1750.0,1780.7,175,486
69,64,1750.0,1771.5,175,486
70,69,1710.0,1758.7,171,485
71,61,1690.0,1740.3,169,484
72,67,1690.0,1722.4,169,483
73,61,1670.0,1704.1,167,483
74,74,1670.0,1689.6,167,480
75,68,1670.0,1680.7,167,484
76,74,1650.0,1671.2,165,482
