Latitude-longitude information,Name 
12.5833231 -81.68980429999999,Beer Station - San Andrés
12.5826909 -81.68992639999999,Café Internet
12.5826487 -81.69194879999999,Multideportes
12.5832485 -81.6913366,Crocs Store
12.5829685 -81.690601,Tienda Veverly Hills
12.582478 -81.6898913,LUMINALED SAS
12.5824903 -81.6909111,Reny's Joyas
12.5830679 -81.6897256,Hotel Lord Pierre
12.5828693 -81.6903159,Hotel El Dorado
12.5843866 -81.683814,-Diving Pyramid Spot
12.582739 -81.6891717,Drugstore La estación 25hs
12.5827471 -81.6915629,Apartamento San Andrés Jet Set
12.5826664 -81.6914737,Portofino
12.5827322 -81.69167449999999,EatAlley
12.5825285 -81.6918431,Zona Comercial
12.5835522 -81.691296,Fish Spa Island
12.5827089 -81.6911736,Barakah
12.5825941 -81.69089199999999,ECODIVERS TOURS
12.5828267 -81.6908491,|Adventure Golden Travel, Toures y Buceo|
12.5835752 -81.6914816,Coonative brother’s Transporte
